nombre,tipo,telefono,rating_actual,reviews_count,reviews_4_estrellas,rating_potencial,impacto_estimado,top_topic_1,top_topic_2,top_topic_3,mensaje,url_gmb,place_id,address,enviado,respondio,agendo_call,hizo_call,trial,notas
Los Chanchitos Parrilla,restaurantes,+5491148544030,4.4,8719,1743,4.6000000000000005,+20%,still life (211),cooperative (91),offal (65),"Hola, analicé tus 8,719 reviews con IA:

Lo que más destacan de Los Chanchitos Parrilla:
→ 211 still life ⭐
→ 91 cooperative
→ 65 offal

Tenés 1,700+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.4★ a 4.5★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",,ChIJvTGWOW3KvJUROA6YVH5gk8s,"Av. Angel Gallardo 601, C1414DJG Cdad. Autónoma de Buenos Aires",False,,,,,
Hierro Parrilla Palermo,restaurantes,+5491128756355,4.7,8597,1719,4.8,+0%,ribeye (1153),entraña (400),provoleta (184),"Hola, analicé tus 8,597 reviews con IA:

Lo que más destacan de Hierro Parrilla Palermo:
→ 1,153 ribeye ⭐
→ 400 entraña
→ 184 provoleta

Tenés 1,700+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.7★ a 4.8★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://hierrocasadefuegos.com/,ChIJz4s49NS1vJURNcKN4A83lnM,"Costa Rica 5602, C1414 Cdad. Autónoma de Buenos Aires, Argentina",False,,,,,
La Hormiga,restaurantes,+5491148311611,4.0,8578,1715,4.4,+44%,letter (192),entraña (147),provoleta (144),"Hola, analicé tus 8,578 reviews con IA:

Lo que más destacan de La Hormiga:
→ 192 letter ⭐
→ 147 entraña
→ 144 provoleta

Tenés 1,700+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4★ a 4.1★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://www.instagram.com/lahormigapalermo/?hl=es-la,ChIJCfEZ6oe1vJURpt53KTvipMM,"Armenia 1680, C1414 Cdad. Autónoma de Buenos Aires",False,,,,,
El Preferido de Palermo,restaurantes,+5491147746585,4.4,8529,1705,4.6000000000000005,+20%,milanesa (1195),still life (914),potato tortilla (265),"Hola, analicé tus 8,529 reviews con IA:

Lo que más destacan de El Preferido de Palermo:
→ 1,195 milanesa ⭐
→ 914 still life
→ 265 potato tortilla

Tenés 1,700+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.4★ a 4.5★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",http://elpreferido.meitre.com/,ChIJRazshIa1vJURczNt-pu4coU,"Jorge Luis Borges 2108, C1425 FFD, Cdad. Autónoma de Buenos Aires, Argentina",False,,,,,
Rebelión,restaurantes,+5491128234219,4.5,7930,1586,4.7,+44%,letter (237),milanesa (113),hummus (83),"Hola, analicé tus 7,930 reviews con IA:

Lo que más destacan de Rebelión:
→ 237 letter ⭐
→ 113 milanesa
→ 83 hummus

Tenés 1,500+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.5★ a 4.6★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://rebelion.meitre.com/,ChIJsy9xK-m1vJURebOUflmCB24,"Gurruchaga 1795, C1414 Cdad. Autónoma de Buenos Aires",False,,,,,
Rebelión,bares,+5491128234219,4.5,7930,1586,4.7,+44%,letter (237),milanesa (113),hummus (83),"Hola, analicé tus 7,930 reviews con IA:

Lo que más destacan de Rebelión:
→ 237 letter ⭐
→ 113 milanesa
→ 83 hummus

Tenés 1,500+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.5★ a 4.6★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://rebelion.meitre.com/,ChIJsy9xK-m1vJURebOUflmCB24,"Gurruchaga 1795, C1414 Cdad. Autónoma de Buenos Aires",False,,,,,
Café San Bernardo,bares,+5491148553956,4.3,7874,1574,4.7,+44%,billiards (1010),recreation (731),ping pong tables (279),"Hola, analicé tus 7,874 reviews con IA:

Lo que más destacan de Café San Bernardo:
→ 1,010 billiards ⭐
→ 731 recreation
→ 279 ping pong tables

Tenés 1,500+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.3★ a 4.4★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",http://www.cafesanbernardo.com.ar/,ChIJnxoMOwvKvJURbJju1NVsKYU,"Av. Corrientes 5436, C1414 Cdad. Autónoma de Buenos Aires",False,,,,,
Tomate Estación de Sabores,restaurantes,+5491172269510,4.5,7727,1545,4.7,+44%,patio (598),tragos (217),milagros (175),"Hola, analicé tus 7,727 reviews con IA:

Lo que más destacan de Tomate Estación de Sabores:
→ 598 patio ⭐
→ 217 tragos
→ 175 milagros

Tenés 1,500+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.5★ a 4.6★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",http://tomate.com.ar/,ChIJ0Srszy61vJUR44FG4VNpvyo,"El Salvador 4676, C1414 Cdad. Autónoma de Buenos Aires, Argentina",False,,,,,
Rock & Ribs Smokehouse,restaurantes,+5491147743921,4.2,7532,1506,4.6000000000000005,+45%,bbq sauce (247),setting (244),pork ribs (176),"Hola, analicé tus 7,532 reviews con IA:

Lo que más destacan de Rock & Ribs Smokehouse:
→ 247 bbq sauce ⭐
→ 244 setting
→ 176 pork ribs

Tenés 1,500+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.2★ a 4.3★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",http://www.rocknribs.com.ar/,ChIJl9o_a5-1vJURp0WyRnl0jRA,"Av. del Libertador 3883, 1425 Cdad. Autónoma de Buenos Aires",False,,,,,
La Dorita,restaurantes,+5491147765653,4.2,7526,1505,4.6000000000000005,+45%,letter (132),setting (90),provoleta (81),"Hola, analicé tus 7,526 reviews con IA:

Lo que más destacan de La Dorita:
→ 132 letter ⭐
→ 90 setting
→ 81 provoleta

Tenés 1,500+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.2★ a 4.3★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://www.facebook.com/LaDoritaOnline/,ChIJ4Z0WDo61vJURDjA6d6vKufA,"Humboldt 1892, C1414 Cdad. Autónoma de Buenos Aires",False,,,,,
Croque Madame,restaurantes,+54948557123,4.2,7445,1489,4.6000000000000005,+45%,brunch (705),terrace (401),letter (215),"Hola, analicé tus 7,445 reviews con IA:

Lo que más destacan de Croque Madame:
→ 705 brunch ⭐
→ 401 terrace
→ 215 letter

Tenés 1,400+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.2★ a 4.3★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",,ChIJwwmAY3HKvJURrdHuRfCoWAk,"Julián Álvarez 596, C1414 C1414DRL, Cdad. Autónoma de Buenos Aires",False,,,,,
Selquet Restaurant + Bar,restaurantes,+5491147876743,4.3,7205,1441,4.7,+44%,parking (318),meeting (126),vision (113),"Hola, analicé tus 7,205 reviews con IA:

Lo que más destacan de Selquet Restaurant + Bar:
→ 318 parking ⭐
→ 126 meeting
→ 113 vision

Tenés 1,400+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.3★ a 4.4★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",http://www.selquet.com/,ChIJQYw3prS1vJURl9tPReXLYxU,"Av. Pres. Figueroa Alcorta 6402, C1428 Cdad. Autónoma de Buenos Aires",False,,,,,
The Oldest,restaurantes,+5491145510781,4.3,7089,1417,4.7,+44%,tragos (347),letter (166),setting (145),"Hola, analicé tus 7,089 reviews con IA:

Lo que más destacan de The Oldest:
→ 347 tragos ⭐
→ 166 letter
→ 145 setting

Tenés 1,400+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.3★ a 4.4★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",http://www.theoldest.com.ar/,ChIJ_7Dx2d61vJURco27vZ6_JrA,"Av. Elcano 3410, C1426EJS Cdad. Autónoma de Buenos Aires",False,,,,,
The Oldest,bares,+5491145510781,4.3,7089,1417,4.7,+44%,tragos (347),letter (166),setting (145),"Hola, analicé tus 7,089 reviews con IA:

Lo que más destacan de The Oldest:
→ 347 tragos ⭐
→ 166 letter
→ 145 setting

Tenés 1,400+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.3★ a 4.4★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",http://www.theoldest.com.ar/,ChIJ_7Dx2d61vJURco27vZ6_JrA,"Av. Elcano 3410, C1426EJS Cdad. Autónoma de Buenos Aires",False,,,,,
La Escondida,restaurantes,+5491148339138,4.2,7052,1410,4.6000000000000005,+45%,salad bar (275),patio (115),matambre (36),"Hola, analicé tus 7,052 reviews con IA:

Lo que más destacan de La Escondida:
→ 275 salad bar ⭐
→ 115 patio
→ 36 matambre

Tenés 1,400+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.2★ a 4.3★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",http://www.laescondidaparrilla.com.ar/,ChIJYSKsYYe1vJUR82XXSlZq-Os,"Costa Rica 4464, C1414BSF Cdad. Autónoma de Buenos Aires",False,,,,,
La Torca Palermo,restaurantes,+5491148610004,4.3,6892,1378,4.7,+44%,comida (912),tortilla (488),still life (238),"Hola, analicé tus 6,892 reviews con IA:

Lo que más destacan de La Torca Palermo:
→ 912 comida ⭐
→ 488 tortilla
→ 238 still life

Tenés 1,300+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.3★ a 4.4★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://www.instagram.com/latorcapalermo/,ChIJiZLNRX7KvJURV-Y3TEbOHJ0,"Costa Rica 4001, C1176ADC Cdad. Autónoma de Buenos Aires",False,,,,,
Minga Parrilla,restaurantes,+5491180310574,4.5,6773,1354,4.7,+44%,t-bone (415),entraña (287),asado (208),"Hola, analicé tus 6,773 reviews con IA:

Lo que más destacan de Minga Parrilla:
→ 415 t-bone ⭐
→ 287 entraña
→ 208 asado

Tenés 1,300+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.5★ a 4.6★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://linktr.ee/mingaparrilla,ChIJV5w9cYe1vJURVkPIs2nKYiY,"Costa Rica 4528, C1414 Cdad. Autónoma de Buenos Aires",False,,,,,
Salgado Alimentos,restaurantes,+5491148541336,4.3,6697,1339,4.7,+44%,pasta (1933),ravioli (654),gratin (240),"Hola, analicé tus 6,697 reviews con IA:

Lo que más destacan de Salgado Alimentos:
→ 1,933 pasta ⭐
→ 654 ravioli
→ 240 gratin

Tenés 1,300+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.3★ a 4.4★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",http://www.salgadoalimentos.com/,ChIJy2B-RnXKvJURKUJFDehi4GU,"Juan Ramírez de Velasco 401, C1414 Cdad. Autónoma de Buenos Aires",False,,,,,
La Panera Rosa Coronel Diaz - Barrio Norte,restaurantes,+5491151963741,4.2,6562,1312,4.6000000000000005,+45%,cafe con leche (285),letter (172),the moon (98),"Hola, analicé tus 6,562 reviews con IA:

Lo que más destacan de La Panera Rosa Coronel Diaz - Barrio Norte:
→ 285 cafe con leche ⭐
→ 172 letter
→ 98 the moon

Tenés 1,300+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.2★ a 4.3★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://www.lapanerarosa.com.ar/,ChIJSfKFgjzLvJURi3XDELzkh-o,"Av. Cnel. Díaz 1699, C1425 DQC, Cdad. Autónoma de Buenos Aires",False,,,,,
Lo de Carlitos,restaurantes,+5491148325539,4.3,6471,1294,4.7,+44%,pancakes (961),wealth (313),dulce de leche (156),"Hola, analicé tus 6,471 reviews con IA:

Lo que más destacan de Lo de Carlitos:
→ 961 pancakes ⭐
→ 313 wealth
→ 156 dulce de leche

Tenés 1,200+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.3★ a 4.4★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",http://lodecarlitos.com/,ChIJb17zBoDKvJURx3ous45f4G0,"Charcas 3702, C1425 BMZ, Cdad. Autónoma de Buenos Aires",False,,,,,
El Club de la Milanesa,restaurantes,+5491153856662,4.2,6464,1292,4.6000000000000005,+45%,cheddar (148),cold (66),setting (57),"Hola, analicé tus 6,464 reviews con IA:

Lo que más destacan de El Club de la Milanesa:
→ 148 cheddar ⭐
→ 66 cold
→ 57 setting

Tenés 1,200+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.2★ a 4.3★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://bit.ly/PediOnlineSoho,ChIJ-Z75Soa1vJUR2KyD55geX48,"Gurruchaga 1806, C1414 Cdad. Autónoma de Buenos Aires",False,,,,,
PANI Palermo Soho,restaurantes,+5491148332156,4.3,6417,1283,4.7,+44%,brunch (813),have a snack (169),the moon (125),"Hola, analicé tus 6,417 reviews con IA:

Lo que más destacan de PANI Palermo Soho:
→ 813 brunch ⭐
→ 169 have a snack
→ 125 the moon

Tenés 1,200+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.3★ a 4.4★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",http://www.pani.com.ar/,ChIJcUA2K4a1vJUR-SLtlno5urk,"El Salvador 4827, 1414 Cdad. Autónoma de Buenos Aires",False,,,,,
